Cpu,Gpu,Memory,Price,Cpu_Value,Cpu_Generation,Memory_Type,Gpu_Category
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,SSD,25308.0,1,Other,1,Card onboard
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD,101232.0,1,Intel Core i5,1,Card onboard
Intel Core i5 6300HQ 2.3GHz,nvidia geforce gtx 950m,HDD,30849.12,1,Intel Core i5,2,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,45282.672,1,Intel Core i7,1,Card onboard
Intel Core i5 6260U 1.8GHz,intel hd graphics 540,SSD,63882.72,1,Intel Core i5,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,SSD +  HDD,58554.72,1,Intel Core i5,1,Card rời
Intel Core i7 6700HQ 2.6GHz,nvidia quadro m1000m,SSD,83170.08,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,152859.7872,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,31914.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,55837.44,1,Intel Core i7,1,Card rời
Intel Core i7 7600U 2.8GHz,intel hd graphics 620,SSD,99047.52,1,Intel Core i7,1,Card onboard
Intel Core i5 7Y57 1.2GHz,intel hd graphics 615,SSD,83063.52,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,60153.12,1,Intel Core i5,1,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,45234.72,1,Intel Core i3,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,34898.4,1,Intel Core i5,1,Card onboard
Intel Pentium Quad Core N4200 1.1GHz,nvidia geforce 920mx,HDD,25059.7152,1,Other,2,Card rời
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 960m,SSD +  HDD,58554.72,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,85194.72,1,Intel Core i7,1,Card onboard
Intel Pentium Quad Core N4200 1.1GHz,intel hd graphics 505,HDD,15877.44,1,Other,2,Card onboard
Intel Core i7 7500U 2.7GHz,amd radeon r7 m445,?,62938.0656,1,Intel Core i7,0,Khác
Intel Core i7 7500U 2.7GHz,amd radeon 540,SSD,95850.72,1,Intel Core i7,1,Khác
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,54345.6,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,HDD,58554.72,1,Intel Core i7,2,Card rời
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,HDD,44701.92,1,Intel Core i7,2,Card rời
Intel Core i7 6820HQ 2.7GHz,nvidia quadro m2000m,SSD,126273.6,1,Intel Core i7,1,Card rời
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,SSD,33886.08,1,Intel Core i3,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD,154458.72,1,Intel Core i7,1,Card rời
Intel Pentium Dual Core N4200 1.1GHz,intel hd graphics 505,SSD,31003.632,1,Other,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070m,SSD +  HDD,191211.264,1,Intel Core i7,1,Card rời
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1070,SSD +  HDD,125208.0,1,Intel Core i7,1,Card rời
Intel Core i7 6600U 2.6GHz,nvidia geforce 930m,SSD,93985.92,1,Intel Core i7,1,Card rời
Intel Celeron Quad Core N3710 1.6GHz,intel hd graphics 405,HDD,17529.12,1,Other,2,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,122490.72,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,100752.48,1,Intel Core i7,1,Card rời
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,SSD +  HDD,58021.92,1,Intel Core i5,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,HDD,53226.72,1,Intel Core i7,2,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,122490.72,1,Intel Core i7,1,Card rời
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,SSD,52480.8,1,Intel Core i5,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx1060,SSD +  HDD,71341.92,1,Intel Core i7,1,Card rời
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,Flash Storage,10810.512,1,Other,0,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,104961.6,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,amd radeon r7 m460,SSD,51095.52,1,Intel Core i5,1,Khác
Intel Core M 1.2GHz,intel hd graphics 5300,Flash Storage,62071.2,1,Other,0,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,124142.4,1,Intel Core i5,1,Card onboard
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,Flash Storage,15930.72,1,Other,0,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,43156.8,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,71874.72,1,Intel Core i7,1,Card onboard
Intel Core i3 6006U 2GHz,amd radeon r5 m420x,SSD,39373.92,1,Intel Core i3,1,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia quadro m2200,SSD,110017.872,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,58554.72,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,79866.72,1,Intel Core i5,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,SSD,93186.72,1,Intel Core i5,1,Card rời
Intel Pentium Quad Core N4200 1.1GHz,intel hd graphics 505,SSD,39640.32,1,Other,1,Card onboard
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,SSD,74005.92,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,41558.4,1,Intel Core i5,2,Card onboard
AMD A12-Series 9700P 2.5GHz,amd radeon r7 graphics,HDD,33513.12,2,Other,2,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD,89457.12,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,nvidia geforce 920m,HDD,32447.52,1,Intel Core i5,2,Card rời
Intel Core i7 7700HQ 2.8GHz,amd radeon rx 580,HDD,93186.72,1,Intel Core i7,2,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,128671.2,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,79866.72,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce gt 940mx,HDD,51202.08,1,Intel Core i7,2,Card rời
Intel Core i5 7200U 2.5GHz,amd radeon r5 m420,SSD,42081.0768,1,Intel Core i5,1,Khác
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,99047.52,1,Intel Core i7,1,Card onboard
Intel Core i7 7500U 2.5GHz,intel hd graphics 620,SSD,95850.72,1,Intel Core i7,1,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,20512.8,1,Other,0,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,133467.4656,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,40226.4,1,Intel Core i5,2,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,26101.872,1,Intel Core i3,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,58075.2,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,133146.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,SSD,63882.72,1,Intel Core i5,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,Flash Storage,99900.0,1,Intel Core i5,0,Card onboard
Intel Pentium Dual Core 4405U 2.1GHz,intel hd graphics 510,SSD,26586.72,1,Other,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,72354.24,1,Intel Core i5,1,Card onboard
Intel Core i3 6006U 2GHz,intel hd graphics 520,HDD,31168.8,1,Intel Core i3,2,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,18914.4,1,Other,0,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,SSD,32980.32,1,Intel Core i3,1,Card onboard
Intel Core i7 7820HK 2.9GHz,nvidia geforce gtx 1080,SSD,292986.72,1,Intel Core i7,1,Card rời
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,111834.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,nvidia geforce 920,HDD,27652.32,1,Intel Core i5,2,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,63190.08,1,Intel Core i5,1,Card onboard
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,SSD,87912.0,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,147832.2864,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,128884.32,1,Intel Core i7,1,Card rời
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,35644.32,1,Intel Core i3,2,Card onboard
Intel Celeron Quad Core N3160 1.6GHz,intel hd graphics 400,Flash Storage,17316.0,1,Other,0,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,31435.2,1,Intel Core i5,2,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1060,SSD +  HDD,95850.72,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,163723.5792,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,nvidia geforce 930mx,HDD,48484.8,1,Intel Core i5,2,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,38041.3872,1,Intel Core i5,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,99633.6,1,Intel Core i7,1,Card onboard
Intel Core i7 7500U 2.7GHz,amd radeon r5 m420,SSD,39373.92,1,Intel Core i7,1,Khác
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,Flash Storage,32767.2,1,Other,0,Card onboard
Intel Core i5 6200U 2.3GHz,nvidia geforce 940m,SSD,54665.28,1,Intel Core i5,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,121318.56,1,Intel Core i5,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,78215.04,1,Intel Core i7,1,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,SSD,15930.72,1,Other,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,101178.72,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,amd radeon r7 m445,HDD,46087.2,1,Intel Core i7,2,Khác
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gt 940mx,SSD,101391.84,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,nvidia geforce gtx 930mx,SSD,41931.36,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,50349.6,1,Intel Core i5,1,Card onboard
Intel Pentium Quad Core N4200 1.1GHz,intel hd graphics 505,HDD,23922.72,1,Other,2,Card onboard
Intel Core i7 7600U 2.8GHz,intel hd graphics 620,SSD,136343.52,1,Intel Core i7,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,34578.72,1,Intel Core i5,2,Card onboard
Intel Core i3 6006U 2.0GHz,intel hd graphics 520,HDD,24988.32,1,Intel Core i3,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,45323.1648,1,Intel Core i5,2,Card onboard
Intel Core i5 7300U 2.6GHz,amd radeon r7 m465,SSD,71874.72,1,Intel Core i5,1,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,68464.8,1,Intel Core i5,1,Card onboard
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,HDD,54185.76,1,Intel Core i5,2,Card rời
Intel Core i7 7660U 2.5GHz,intel iris plus graphics 640,SSD,119347.2,1,Intel Core i7,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,48484.8,1,Intel Core i5,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,58341.6,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,103896.0,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,48058.56,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia quadro m620,HDD,94731.84,1,Intel Core i7,2,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,56210.4,1,Intel Core i5,2,Card onboard
Intel Core i3 6006U 2GHz,amd radeon r5 m430,HDD,25521.12,1,Intel Core i3,2,Khác
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,73952.64,1,Intel Core i7,1,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,SSD,39160.8,1,Intel Core i3,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,SSD,98514.72,1,Intel Core i7,1,Card rời
Intel Core i7 7600U 2.8GHz,intel hd graphics 620,SSD,90043.2,1,Intel Core i7,1,Card onboard
Intel Pentium Quad Core N4200 1.1GHz,intel hd graphics 505,HDD,21258.1872,1,Other,2,Card onboard
Intel Core i5 6200U 2.3GHz,nvidia geforce 940mx,SSD,49816.8,1,Intel Core i5,1,Card rời
Intel Core i5 7200U 2.5GHz,nvidia geforce 940mx,SSD +  HDD,48618.0,1,Intel Core i5,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,44701.92,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,90576.0,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,36486.144,1,Intel Core i5,2,Card onboard
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,Flash Storage,18541.44,1,Other,0,Card onboard
Intel Core i7 6500U 2.5GHz,nvidia geforce 940mx,HDD,35644.32,1,Intel Core i7,2,Card rời
Intel Pentium Quad Core N3710 1.6GHz,intel hd graphics,HDD,19660.32,1,Other,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,95850.72,1,Intel Core i5,1,Card onboard
Intel Core i3 6006U 2.0GHz,amd radeon r5 m420x,HDD,24279.696,1,Intel Core i3,2,Khác
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,SSD +  HDD,72988.272,1,Intel Core i5,1,Card rời
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,15824.16,1,Other,0,Card onboard
AMD A4-Series 7210 2.2GHz,amd radeon r3,HDD,20193.12,2,Other,2,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,67399.2,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,74538.72,1,Intel Core i7,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,90522.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,95850.72,1,Intel Core i5,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1060,SSD +  HDD,141138.72,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,78588.0,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050ti,HDD,49497.12,1,Intel Core i7,2,Card rời
Intel Core i7 7500U 2.7GHz,nvidia geforce 930mx,HDD,47952.0,1,Intel Core i7,2,Card rời
Intel Core i3 6006U 2.0GHz,amd radeon r5 m420x,HDD,32713.92,1,Intel Core i3,2,Khác
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,HDD,49816.8,1,Intel Core i5,2,Card onboard
Intel Core i7 7Y75 1.3GHz,intel hd graphics 615,SSD,107257.968,1,Intel Core i7,1,Card onboard
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 980m,SSD +  SSD,68145.12,1,Intel Core i7,1,Card rời
Intel Core i7 7Y75 1.3GHz,intel hd graphics 615,SSD,87858.72,1,Intel Core i7,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,Flash Storage,109170.72,1,Intel Core i7,0,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,104588.1072,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,111834.72,1,Intel Core i7,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,79014.24,1,Intel Core i7,1,Card onboard
Intel Celeron Dual Core 3205U 1.5GHz,intel hd graphics,Flash Storage,19127.52,1,Other,0,Card onboard
Intel Core i5 6300HQ 2.3GHz,nvidia geforce gtx 960m,SSD +  HDD,42037.92,1,Intel Core i5,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,101178.72,1,Intel Core i7,1,Card onboard
Intel Core i5 7440HQ 2.8GHz,intel hd graphics 620,SSD,64202.4,1,Intel Core i5,1,Card onboard
Intel Core M 6Y75 1.2GHz,intel hd graphics 515,SSD,165168.0,1,Other,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 940mx,SSD,42037.92,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,nvidia geforce 930mx,SSD,54291.7872,1,Intel Core i7,1,Card rời
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,26586.72,1,Intel Core i3,2,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,46939.68,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,51148.8,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,85194.72,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,71874.72,1,Intel Core i7,1,Card rời
Intel Core i5 7300HQ 2.5GHz,nvidia geforce gtx 1050,SSD +  HDD,59668.8048,1,Intel Core i5,1,Card rời
Intel Core i5 7200U 2.5GHz,amd radeon r5 m420,HDD,36496.2672,1,Intel Core i5,2,Khác
Intel Core i7 6500U 2.5GHz,amd radeon r7 m365x,SSD,69103.6272,1,Intel Core i7,1,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,97236.0,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,38889.072,1,Intel Core i5,2,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,87912.0,1,Intel Core i7,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,62071.2,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,37725.4368,1,Intel Core i5,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,61218.72,1,Intel Core i5,2,Card onboard
Intel Pentium Quad Core N4200 1.1GHz,intel hd graphics 505,HDD,16463.52,1,Other,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,84129.12,1,Intel Core i5,2,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,HDD,15392.592,1,Other,2,Card onboard
Intel Core i7 6560U 2.2GHz,intel iris graphics 540,SSD,95850.72,1,Intel Core i7,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,58874.4,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,88924.32,1,Intel Core i5,1,Card onboard
Intel Core i3 6006U 2.0GHz,intel hd graphics 520,HDD,29762.208,1,Intel Core i3,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050,SSD +  HDD,63882.72,1,Intel Core i7,1,Card rời
Intel Core i7 6820HK 2.7GHz,nvidia geforce gtx 1080,SSD +  HDD,146946.24,1,Intel Core i7,1,Card rời
Intel Core i5 6300HQ 2.3GHz,nvidia geforce gtx 965m,SSD +  HDD,74538.72,1,Intel Core i5,1,Card rời
Intel Pentium Quad Core N3710 1.6GHz,nvidia geforce 920mx,HDD,28238.4,1,Other,2,Card rời
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,32980.32,1,Intel Core i5,2,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,59620.32,1,Intel Core i5,1,Card onboard
Intel Core M m7-6Y75 1.2GHz,intel hd graphics 515,SSD,69210.72,1,Other,1,Card onboard
AMD FX 8800P 2.1GHz,amd radeon r9 m385,SSD +  HDD,53226.72,2,Other,1,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics,SSD,78438.816,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce 920mx,HDD,36496.8,1,Intel Core i7,2,Card rời
Intel Core i3 6006U 2.0GHz,amd radeon r7 m445,HDD,35111.52,1,Intel Core i3,2,Khác
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,18594.72,1,Other,0,Card onboard
Intel Core i7 6820HQ 2.7GHz,nvidia quadro m1000m,SSD,119826.72,1,Intel Core i7,1,Card rời
Intel Core i7 7600U 2.8GHz,intel hd graphics 620,SSD,94572.0,1,Intel Core i7,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,77788.8,1,Intel Core i5,1,Card onboard
Intel Core M M7-6Y75 1.2GHz,intel hd graphics 515,Flash Storage,61751.52,1,Other,0,Card onboard
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,79333.3872,1,Intel Core i7,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,168045.12,1,Intel Core i7,1,Card rời
Intel Core i5 7Y54 1.2GHz,intel hd graphics 615,SSD,101178.72,1,Intel Core i5,1,Card onboard
Intel Pentium Quad Core N4200 1.1GHz,intel hd graphics 505,SSD,41292.0,1,Other,1,Card onboard
Intel Core i7 6500U 2.5GHz,intel hd graphics 520,SSD,67559.04,1,Intel Core i7,1,Card onboard
Intel Celeron Dual Core N3060 1.6GHz,intel hd graphics 400,Flash Storage,20725.92,1,Other,0,Card onboard
Intel Core i5 6300U 2.4GHz,intel hd graphics 520,SSD,81784.8,1,Intel Core i5,1,Card onboard
Intel Core i5 7300U 2.6GHz,intel hd graphics 620,SSD,93772.8,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,nvidia geforce gtx 950m,SSD +  HDD,53759.52,1,Intel Core i5,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,95371.2,1,Intel Core i7,1,Card onboard
Intel Core i5 7200U 2.50GHz,nvidia geforce 930mx,HDD,45101.52,1,Intel Core i5,2,Card rời
Intel Core i3 6006U 2.0GHz,amd radeon r5 m430,HDD,24808.2336,1,Intel Core i3,2,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,43956.0,1,Intel Core i5,2,Card onboard
Intel Core i3 7100U 2.4GHz,intel hd graphics 620,HDD,36496.8,1,Intel Core i3,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1070,SSD +  HDD,167778.72,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.5GHz,nvidia geforce 920mx,SSD,37029.6,1,Intel Core i5,1,Card rời
Intel Core i7 7Y75 1.3GHz,intel hd graphics 615,SSD,101178.72,1,Intel Core i7,1,Card onboard
Intel Core i7 6600U 2.6GHz,intel hd graphics 520,SSD,104587.5744,1,Intel Core i7,1,Card onboard
Intel Core i7 6700HQ 2.6GHz,nvidia geforce gtx 1070,SSD +  HDD,149184.0,1,Intel Core i7,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,62870.4,1,Intel Core i5,1,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,109218.672,1,Intel Core i7,1,Card rời
Intel Core i5 7200U 2.70GHz,nvidia geforce 930mx,SSD +  HDD,52161.12,1,Intel Core i5,1,Card rời
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,Hybrid,53386.56,1,Intel Core i5,0,Card onboard
Intel Core i7 7500U 2.7GHz,nvidia geforce gtx 950m,SSD +  HDD,95850.72,1,Intel Core i7,1,Card rời
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1050 ti,SSD +  HDD,93186.72,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,69210.72,1,Intel Core i7,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,63669.6,1,Intel Core i5,1,Card onboard
AMD A12-Series 9720P 3.6GHz,amd radeon 530,SSD,29250.72,2,Other,1,Khác
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,34578.72,1,Intel Core i5,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,HDD,48751.2,1,Intel Core i5,2,Card onboard
Intel Core i5 7200U 2.5GHz,amd radeon r5 m430,HDD,31914.72,1,Intel Core i5,2,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,HDD,42943.68,1,Intel Core i5,2,Card onboard
Intel Core i7 7700HQ 2.8GHz,nvidia geforce gtx 1060,SSD +  HDD,63349.92,1,Intel Core i7,1,Card rời
Intel Core i7 7500U 2.7GHz,amd radeon r7 m445,HDD,39906.72,1,Intel Core i7,2,Khác
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,59620.32,1,Intel Core i5,1,Card onboard
Intel Core M 6Y75 1.2GHz,intel hd graphics 515,SSD,101658.24,1,Other,1,Card onboard
Intel Core i3 6006U 2GHz,amd radeon 520,SSD +  HDD,26586.72,1,Intel Core i3,1,Khác
Intel Celeron Dual Core N3350 1.1GHz,intel hd graphics 500,SSD,14418.6336,1,Other,1,Card onboard
Intel Core i5 6200U 2.3GHz,intel hd graphics 520,SSD,71874.72,1,Intel Core i5,1,Card onboard
Intel Core i5 7200U 2.5GHz,intel hd graphics 620,SSD,61272.0,1,Intel Core i5,1,Card onboard
Intel Core i7 7500U 2.7GHz,intel hd graphics 620,SSD,71874.72,1,Intel Core i7,1,Card onboard
Intel Pentium Quad Core N4200 1.1GHz,intel hd graphics 505,HDD,20246.4,1,Other,2,Card onboard
